0,9
0,8
0,7
0,6
0,5
1,5
1,6
1,7
1,8
1,9
2,9
2,8
2,7
2,6
2,5
3,5
3,6
3,7
3,8
3,9
4,9
4,8
4,7
4,6
4,5
5,5
5,6
5,7
5,8
5,9
6,9
6,8
6,7
6,6
6,7
7,7
7,8
7,9
8,9
8,8
8,9
9,9
8,9
7,9
7,8
7,7
6,7
6,8
6,9
5,9
5,8
5,7
5,6
5,5
4,5
4,6
4,7
4,8
4,9
3,9
3,8
3,7
3,6
3,5
2,5
2,6
2,7
2,8
2,9
1,9
1,8
1,7
1,6
1,5
0,5
0,6
0,7
0,8
0,9
